cod_barras;nome;fabricante;tamanho;cor_sabor;vlr_custo;vlr_atacado;vlr_varejo;ncm;forma_aquisicao;origem_mercadoria;tipo_tributacao_ipi;Uni Comercial
790000004022;CAMISA MASC - BRANCA-BRANCO-L;BODY STYLE;L;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004023;CAMISA MASC - BRANCA-BRANCO-XL;BODY STYLE;XL;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004024;CAMISA MASC - CHUMBO/BC-CHUMBO-S;BODY STYLE;S;CHUMBO;0,00;39,00;79,00;61061000;30;11;19;UN
790000004025;CAMISA MASC - CHUMBO/BC-CHUMBO-M;BODY STYLE;M;CHUMBO;0,00;39,00;79,00;61061000;30;11;19;UN
790000004026;CAMISA MASC - CHUMBO/BC-CHUMBO-L;BODY STYLE;L;CHUMBO;0,00;39,00;79,00;61061000;30;11;19;UN
790000004027;CAMISA MASC - CHUMBO/BC-CHUMBO-XL;BODY STYLE;XL;CHUMBO;0,00;39,00;79,00;61061000;30;11;19;UN
790000004028;CAMISA MASC - AZUL/BC-AZUL-S;BODY STYLE;S;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004029;CAMISA MASC - AZUL/BC-AZUL-M;BODY STYLE;M;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004030;CAMISA MASC - AZUL/BC-AZUL-L;BODY STYLE;L;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004031;CAMISA MASC - AZUL/BC-AZUL-XL;BODY STYLE;XL;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004032;CAMISA MASC - VERDE-VERDE-S;BODY STYLE;S;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004033;CAMISA MASC - VERDE-VERDE-M;BODY STYLE;M;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004034;CAMISA MASC - VERDE-VERDE-L;BODY STYLE;L;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004035;CAMISA MASC - VERDE-VERDE-XL;BODY STYLE;XL;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004036;CAMISA MASC - CINZA-CINZA-S;BODY STYLE;S;CINZA;0,00;39,00;79,00;61091000;30;11;19;UN
790000004037;CAMISA MASC - CINZA-CINZA-M;BODY STYLE;M;CINZA;0,00;39,00;79,00;61091000;30;11;19;UN
790000004038;CAMISA MASC - CINZA-CINZA-L;BODY STYLE;L;CINZA;0,00;39,00;79,00;61091000;30;11;19;UN
790000004039;CAMISA MASC - CINZA-CINZA-XL;BODY STYLE;XL;CINZA;0,00;39,00;79,00;61091000;30;11;19;UN
790000004080;CAMISA MASC - VERDE-VERDE-S;BODY STYLE;S;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004081;CAMISA MASC - VERDE-VERDE-M;BODY STYLE;M;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004082;CAMISA MASC - VERDE-VERDE-L;BODY STYLE;L;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004083;CAMISA MASC - VERDE-VERDE-XL;BODY STYLE;XL;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004084;CAMISA MASC - BC-BRANCO-S;BODY STYLE;S;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004085;CAMISA MASC - BC-BRANCO-M;BODY STYLE;M;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004086;CAMISA MASC - BC-BRANCO-L;BODY STYLE;L;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004087;CAMISA MASC - BC-BRANCO-XL;BODY STYLE;XL;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004057;CAMISA MASC - CHUMBO-CHUMBO-;BODY STYLE;S;CHUMBO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004058;CAMISA MASC - CHUMBO-CHUMBO-M;BODY STYLE;M;CHUMBO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004059;CAMISA MASC - CHUMBO-CHUMBO-L;BODY STYLE;L;CHUMBO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004060;CAMISA MASC - CHUMBO-CHUMBO-XL;BODY STYLE;XL;CHUMBO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004061;CAMISA MASC - ROSA-ROSA-S;BODY STYLE;S;ROSA;0,00;39,00;79,00;61091000;30;11;19;UN
790000004062;CAMISA MASC - ROSA-ROSA-M;BODY STYLE;M;ROSA;0,00;39,00;79,00;61091000;30;11;19;UN
790000004063;CAMISA MASC - ROSA-ROSA-L;BODY STYLE;L;ROSA;0,00;39,00;79,00;61091000;30;11;19;UN
790000004064;CAMISA MASC - ROSA-ROSA-XL;BODY STYLE;XL;ROSA;0,00;39,00;79,00;61091000;30;11;19;UN
790000004065;CAMISA MASC - AZUL CLARO-AZUL CLARO-S;BODY STYLE;S;AZUL CLARO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004066;CAMISA MASC - AZUL CLARO-AZUL CLARO-M;BODY STYLE;M;AZUL CLARO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004067;CAMISA MASC - AZUL CLARO-AZUL CLARO-L;BODY STYLE;L;AZUL CLARO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004068;CAMISA MASC - AZUL CLARO-AZUL CLARO-XL;BODY STYLE;XL;AZUL CLARO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004088;CAMISA MASC - AZUL-AZUL-S;BODY STYLE;S;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004089;CAMISA MASC - AZUL-AZUL-M;BODY STYLE;M;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004090;CAMISA MASC - AZUL-AZUL-L;BODY STYLE;L;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004091;CAMISA MASC - AZUL-AZUL-XL;BODY STYLE;XL;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004092;CAMISA MASC - VERDE-VERDE-S;BODY STYLE;S;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004093;CAMISA MASC - VERDE-VERDE-M;BODY STYLE;M;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004094;CAMISA MASC - VERDE-VERDE-L;BODY STYLE;L;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004095;CAMISA MASC - VERDE-VERDE-XL;BODY STYLE;XL;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004096;POLO-PRETO-S;BODY STYLE;S;PRETO;0,00;0,00;35,00;61091000;30;11;19;UN
790000004097;POLO-PRETO-M;BODY STYLE;M;PRETO;0,00;0,00;35,00;61091000;30;11;19;UN
790000004098;POLO-PRETO-G;BODY STYLE;G;PRETO;0,00;0,00;35,00;61091000;30;11;19;UN
790000004099;POLO-PRETO-GG;BODY STYLE;GG;PRETO;0,00;0,00;35,00;61091000;30;11;19;UN
790000004072;CAMISA MASC - AZUL ESC-AZUL ESCURO-S;BODY STYLE;S;AZUL ESCURO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004073;CAMISA MASC - AZUL ESC-AZUL ESCURO-M;BODY STYLE;M;AZUL ESCURO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004074;CAMISA MASC - AZUL ESC-AZUL ESCURO-L;BODY STYLE;L;AZUL ESCURO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004075;CAMISA MASC - AZUL ESC-AZUL ESCURO-XL;BODY STYLE;XL;AZUL ESCURO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004076;CAMISA MASC - AZUL-AZUL-S;BODY STYLE;S;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004077;CAMISA MASC - AZUL-AZUL-M;BODY STYLE;M;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004078;CAMISA MASC - AZUL-AZUL-L;BODY STYLE;L;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004079;CAMISA MASC - AZUL-AZUL-XL;BODY STYLE;XL;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004154;CAMISA MASC - PRETA-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;39,00;79,00;61091000;30;11;19;UN
790000004155;CAMISA MASC - PRETA-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;39,00;79,00;61091000;30;11;19;UN
790000004156;CAMISA MASC - PRETA-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;39,00;79,00;61091000;30;11;19;UN
790000004157;CAMISA MASC - PRETA-DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;39,00;79,00;61091000;30;11;19;UN
790000004202;CAMISA MASC - AZUL-AZUL-L;BODY STYLE;L;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004203;CAMISA MASC - AZUL-AZUL-XL;BODY STYLE;XL;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004204;CAMISA MASC - AZUL-AZUL-XXL;BODY STYLE;XXL;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004205;REG MASC C/CAPUZ-CHUMBO;BODY STYLE;S;CHUMBO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004206;REG MASC C/CAPUZ-CHUMBO;BODY STYLE;M;CHUMBO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004207;REG MASC C/CAPUZ-CHUMBO;BODY STYLE;L;CHUMBO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004208;REG MASC C/CAPUZ-CHUMBO;BODY STYLE;XL;CHUMBO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004209;REG MASC C/CAPUZ-CHUMBO-CHUMBO-S;BODY STYLE;S;CHUMBO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004210;REG MASC C/CAPUZ-CHUMBO-CHUMBO-M;BODY STYLE;M;CHUMBO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004211;REG MASC C/CAPUZ-CHUMBO-CHUMBO-L;BODY STYLE;L;CHUMBO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004212;REG MASC C/CAPUZ-CHUMBO-CHUMBO-XL;BODY STYLE;XL;CHUMBO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004213;REG MASC C/CAPUZ-BRANCA-BRANCO-P;BODY STYLE;P;BRANCO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004214;REG MASC C/CAPUZ-BRANCA-BRANCO-M;BODY STYLE;M;BRANCO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004215;REG MASC C/CAPUZ-BRANCA-BRANCO-L;BODY STYLE;L;BRANCO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004216;REG MASC C/CAPUZ-BRANCA-BRANCO-XL;BODY STYLE;XL;BRANCO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004217;REG MASC C/CAPUZ-CR?-CRU-P;BODY STYLE;P;CRU;0,00;39,00;69,00;61091000;30;11;19;UN
790000004218;REG MASC C/CAPUZ-CR?-CRU-M;BODY STYLE;M;CRU;0,00;39,00;69,00;61091000;30;11;19;UN
790000004219;REG MASC C/CAPUZ-CR?-CRU-L;BODY STYLE;L;CRU;0,00;39,00;69,00;61091000;30;11;19;UN
790000004220;REG MASC C/CAPUZ-CR?-CRU-XL;BODY STYLE;XL;CRU;0,00;39,00;69,00;61091000;30;11;19;UN
790000004221;REG MASC C/CAPUZ- PRETA-PRETO-P;BODY STYLE;P;PRETO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004222;REG MASC C/CAPUZ- PRETA-PRETO-M;BODY STYLE;M;PRETO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004223;REG MASC C/CAPUZ- PRETA-PRETO-L;BODY STYLE;L;PRETO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004224;REG MASC C/CAPUZ- PRETA-PRETO-XL;BODY STYLE;XL;PRETO;0,00;39,00;69,00;61091000;30;11;19;UN
790000004225;CAMISA MASC - CHUMBO-CHUMBO-L;BODY STYLE;L;CHUMBO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004226;CAMISA MASC - CHUMBO-CHUMBO-XL;BODY STYLE;XL;CHUMBO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004227;CAMISA MASC - CHUMBO-CHUMBO-XXL;BODY STYLE;XXL;CHUMBO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004232;REG FEM LISTRAS-PRETO-S;BODY STYLE;S;PRETO;0,00;32,00;59,00;61061000;30;11;19;UN
790000004233;REG FEM LISTRAS-PRETO-M;BODY STYLE;M;PRETO;0,00;32,00;59,00;61061000;30;11;19;UN
790000004234;REG FEM LISTRAS-PRETO-L;BODY STYLE;L;PRETO;0,00;32,00;59,00;61061000;30;11;19;UN
790000004235;REG MASC LISTRAS-PRETO-S;BODY STYLE;S;PRETO;0,00;35,00;65,00;61091000;30;11;19;UN
790000004236;REG MASC LISTRAS-PRETO-M;BODY STYLE;M;PRETO;0,00;35,00;65,00;61091000;30;11;19;UN
790000004237;REG MASC LISTRAS-PRETO-L;BODY STYLE;L;PRETO;0,00;35,00;65,00;61091000;30;11;19;UN
790000004238;REG MASC LISTRAS-PRETO-XL;BODY STYLE;XL;PRETO;0,00;35,00;65,00;61091000;30;11;19;UN
790000004239;REGATA COM TELA BRANCA-BRANCO-S;BODY STYLE;S;BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000004240;REGATA COM TELA BRANCA-BRANCO-M;BODY STYLE;M;BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000004241;REGATA COM TELA BRANCA-BRANCO-L;BODY STYLE;L;BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000004242;REGATA COM TELA BRANCA-BRANCO-XL;BODY STYLE;XL;BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000004243;REGATA COM TELA MARINHO-MARINHO-S;BODY STYLE;S;MARINHO;0,00;25,00;49,00;61091000;30;11;19;UN
790000004244;REGATA COM TELA MARINHO-MARINHO-M;BODY STYLE;M;MARINHO;0,00;25,00;49,00;61091000;30;11;19;UN
790000004245;REGATA COM TELA MARINHO-MARINHO-L;BODY STYLE;L;MARINHO;0,00;25,00;49,00;61091000;30;11;19;UN
790000004246;REGATA COM TELA MARINHO-MARINHO-XL;BODY STYLE;XL;MARINHO;0,00;25,00;49,00;61091000;30;11;19;UN
790000004254;CAMISA MASC - AZUL-AZUL-S;BODY STYLE;S;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004255;CAMISA MASC - AZUL-AZUL-M;BODY STYLE;M;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004256;CAMISA MASC - AZUL-AZUL-L;BODY STYLE;L;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004257;CAMISA MASC - AZUL-AZUL-XL;BODY STYLE;XL;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004258;CAMISA MASC - CR?-CRU-S;BODY STYLE;S;CRU;0,00;39,00;79,00;61091000;30;11;19;UN
790000004259;CAMISA MASC - CR?-CRU-M;BODY STYLE;M;CRU;0,00;39,00;79,00;61091000;30;11;19;UN
790000004260;CAMISA MASC - CR?-CRU-L;BODY STYLE;L;CRU;0,00;39,00;79,00;61091000;30;11;19;UN
790000004261;CAMISA MASC - CR?-CRU-XL;BODY STYLE;XL;CRU;0,00;39,00;79,00;61091000;30;11;19;UN
790000004262;CAMISA MASC - PRETO-PRETO-S;BODY STYLE;S;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004263;CAMISA MASC - PRETO-PRETO-M;BODY STYLE;M;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004264;CAMISA MASC - PRETO-PRETO-L;BODY STYLE;L;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004265;CAMISA MASC - PRETO-PRETO-XL;BODY STYLE;XL;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004305;CAMISA MASC - PRETA-PRETO-S;BODY STYLE;S;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004306;CAMISA MASC - PRETA-PRETO-M;BODY STYLE;M;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004307;CAMISA MASC - PRETA-PRETO-L;BODY STYLE;L;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004308;CAMISA MASC - BRANCA-BRANCO-S;BODY STYLE;S;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004309;CAMISA MASC - BRANCA-BRANCO-M;BODY STYLE;M;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004310;CAMISA MASC - BRANCA-BRANCO-L;BODY STYLE;L;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004296;CAMISA MASC-BRANCO-S;BODY STYLE;S;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004297;CAMISA MASC-BRANCO-M;BODY STYLE;M;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004298;CAMISA MASC-BRANCO-L;BODY STYLE;L;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004299;CAMISA MASC-BRANCO-XL;BODY STYLE;XL;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004311;CAMISA MASC - VERDE-VERDE-S;BODY STYLE;S;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004312;CAMISA MASC - VERDE-VERDE-M;BODY STYLE;M;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004313;CAMISA MASC - VERDE-VERDE-L;BODY STYLE;L;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004314;CAMISA MASC - VERDE-VERDE-XL;BODY STYLE;XL;VERDE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004319;CAMISA MASC - CHUMBO-CHUMBO-S;BODY STYLE;S;CHUMBO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004320;CAMISA MASC - CHUMBO-CHUMBO-M;BODY STYLE;M;CHUMBO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004321;CAMISA MASC - CHUMBO-CHUMBO-L;BODY STYLE;L;CHUMBO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004322;CAMISA MASC - AZUL-AZUL-S;BODY STYLE;S;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004323;CAMISA MASC - AZUL-AZUL-M;BODY STYLE;M;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004324;CAMISA MASC - AZUL-AZUL-L;BODY STYLE;L;AZUL;0,00;39,00;79,00;61091000;30;11;19;UN
790000004325;CAMISA MASC - PRETA -PRETO-S;BODY STYLE;S;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004326;CAMISA MASC - PRETA -PRETO-M;BODY STYLE;M;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004327;CAMISA MASC - PRETA -PRETO-L;BODY STYLE;L;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004368;CAMISA MASC - BEGE -BEGE-S;BODY STYLE;S;BEGE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004369;CAMISA MASC - BEGE -BEGE-M;BODY STYLE;M;BEGE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004370;CAMISA MASC - BEGE -BEGE-L;BODY STYLE;L;BEGE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004371;CAMISA MASC - BEGE -BEGE-XL;BODY STYLE;XL;BEGE;0,00;39,00;79,00;61091000;30;11;19;UN
790000004372;CAL?A LEGGING -AZUL-S;BODY STYLE;S;AZUL;0,00;59,00;99,00;62046300;30;11;19;UN
790000004373;CAL?A LEGGING -AZUL-M;BODY STYLE;M;AZUL;0,00;59,00;99,00;62046300;30;11;19;UN
790000004374;CAL?A LEGGING -AZUL-L;BODY STYLE;L;AZUL;0,00;59,00;99,00;62046300;30;11;19;UN
790000004375;CAL?A LEGGING - MARINHO-MARINHO-S;BODY STYLE;S;MARINHO;0,00;59,00;99,00;62046300;30;11;19;UN
790000004376;CAL?A LEGGING - MARINHO-MARINHO-M;BODY STYLE;M;MARINHO;0,00;59,00;99,00;62046300;30;11;19;UN
790000004377;CAL?A LEGGING - MARINHO-MARINHO-L;BODY STYLE;L;MARINHO;0,00;59,00;99,00;62046300;30;11;19;UN
790000004378;CAL?A LEGGING - PINK-PINK-S;BODY STYLE;S;PINK;0,00;59,00;99,00;62046300;30;11;19;UN
790000004379;CAL?A LEGGING - PINK-PINK-M;BODY STYLE;M;PINK;0,00;59,00;99,00;62046300;30;11;19;UN
790000004380;CAL?A LEGGING - PINK-PINK-L;BODY STYLE;L;PINK;0,00;59,00;99,00;62046300;30;11;19;UN
790000004381;CAL?A LEGGING - MARSALA-S;BODY STYLE;S;MARSALA;0,00;59,00;99,00;62046300;30;11;19;UN
790000004382;CAL?A LEGGING - MARSALA-M;BODY STYLE;M;MARSALA;0,00;59,00;99,00;62046300;30;11;19;UN
790000004383;CAL?A LEGGING - MARSALA-L;BODY STYLE;L;MARSALA;0,00;59,00;99,00;62046300;30;11;19;UN
790000004385;SHORT - AZUL-AZUL-S;BODY STYLE;S;AZUL;0,00;45,00;79,00;61124100;30;11;19;UN
790000004386;SHORT - AZUL-AZUL-M;BODY STYLE;M;AZUL;0,00;45,00;79,00;61124100;30;11;19;UN
790000004387;SHORT - AZUL-AZUL-L;BODY STYLE;L;AZUL;0,00;45,00;79,00;61124100;30;11;19;UN
790000004388;SHORT - MARINHO-MARINHO-S;BODY STYLE;S;MARINHO;0,00;45,00;79,00;61124100;30;11;19;UN
790000004389;SHORT - MARINHO-MARINHO-M;BODY STYLE;M;MARINHO;0,00;45,00;79,00;61124100;30;11;19;UN
790000004390;SHORT - MARINHO-MARINHO-L;BODY STYLE;L;MARINHO;0,00;45,00;79,00;61124100;30;11;19;UN
790000004391;SHORT - PINK-PINK-S;BODY STYLE;S;PINK;0,00;45,00;79,00;61124100;30;11;19;UN
790000004392;SHORT - PINK-PINK-L;BODY STYLE;L;PINK;0,00;45,00;79,00;61124100;30;11;19;UN
790000004393;SHORT - PINK-PINK-M;BODY STYLE;M;PINK;0,00;45,00;79,00;61124100;30;11;19;UN
790000004394;SHORT - MARSALA - S;BODY STYLE;S;MARSALA;0,00;45,00;79,00;61124100;30;11;19;UN
790000004395;SHORT - MARSALA - M;BODY STYLE;M;MARSALA;0,00;45,00;79,00;61124100;30;11;19;UN
790000004396;SHORT - MARSALA - L;BODY STYLE;L;MARSALA;0,00;45,00;79,00;61124100;30;11;19;UN
790000004399;TOP C/ BOJO - AZUL-AZUL-M;BODY STYLE;M;AZUL;0,00;45,00;79,00;61062000;30;11;19;UN
790000004400;TOP C/ BOJO - AZUL-AZUL-L;BODY STYLE;L;AZUL;0,00;45,00;79,00;61062000;30;11;19;UN
790000004398;TOP C/ BOJO - AZUL-AZUL-S;BODY STYLE;S;AZUL;0,00;45,00;79,00;61062000;30;11;19;UN
790000004401;TOP C/ BOJO - MARINHO-MARINHO-S;BODY STYLE;S;MARINHO;0,00;45,00;79,00;61061000;30;11;19;UN
790000004402;TOP C/ BOJO - MARINHO-MARINHO-M;BODY STYLE;M;MARINHO;0,00;45,00;79,00;61061000;30;11;19;UN
790000004403;TOP C/ BOJO - MARINHO-MARINHO-L;BODY STYLE;L;MARINHO;0,00;45,00;79,00;61061000;30;11;19;UN
790000004404;TOP C/ BOJO - PINK-PINK-S;BODY STYLE;S;PINK;0,00;45,00;79,00;61061000;30;11;19;UN
790000004405;TOP C/ BOJO - PINK-PINK-M;BODY STYLE;M;PINK;0,00;45,00;79,00;61061000;30;11;19;UN
790000004406;TOP C/ BOJO - PINK-PINK-L;BODY STYLE;L;PINK;0,00;45,00;79,00;61061000;30;11;19;UN
790000004407;TOP C/ BOJO - MARSALA - S;BODY STYLE;S;MARSALA;0,00;45,00;79,00;61061000;30;11;19;UN
790000004408;TOP C/ BOJO - MARSALA - M;BODY STYLE;M;MARSALA;0,00;45,00;79,00;61061000;30;11;19;UN
790000004409;TOP C/ BOJO - MARSALA - L;BODY STYLE;L;MARSALA;0,00;45,00;79,00;61061000;30;11;19;UN
790000004532;REGATA MASC - PRETA-PRETO-S;BODY STYLE;S;PRETO;0,00;32,00;59,00;61091000;30;11;19;UN
790000004533;REGATA MASC - PRETA-PRETO-M;BODY STYLE;M;PRETO;0,00;32,00;59,00;61091000;30;11;19;UN
790000004534;REGATA MASC - PRETA-PRETO-L;BODY STYLE;L;PRETO;0,00;32,00;59,00;61091000;30;11;19;UN
790000004535;REGATA MASC - PRETA-PRETO-XL;BODY STYLE;XL;PRETO;0,00;32,00;59,00;61091000;30;11;19;UN
790000004536;REGATA MASC - BRANCA-BRANCO-S;BODY STYLE;S;BRANCO;0,00;32,00;59,00;61091000;30;11;19;UN
790000004537;REGATA MASC - BRANCA-BRANCO-M;BODY STYLE;M;BRANCO;0,00;32,00;59,00;61091000;30;11;19;UN
790000004538;REGATA MASC - BRANCA-BRANCO-L;BODY STYLE;L;BRANCO;0,00;32,00;59,00;61091000;30;11;19;UN
790000004539;REGATA MASC - BRANCA-BRANCO-XL;BODY STYLE;XL;BRANCO;0,00;32,00;59,00;61091000;30;11;19;UN
790000004540;REGATA MASC - CINZA-CINZA-S;BODY STYLE;S;CINZA;0,00;32,00;59,00;61091000;30;11;19;UN
790000004541;REGATA MASC - CINZA-CINZA-M;BODY STYLE;M;CINZA;0,00;32,00;59,00;61091000;30;11;19;UN
790000004542;REGATA MASC - CINZA-CINZA-L;BODY STYLE;L;CINZA;0,00;32,00;59,00;61091000;30;11;19;UN
790000004543;REGATA MASC - CINZA-CINZA-XL;BODY STYLE;XL;CINZA;0,00;32,00;59,00;61091000;30;11;19;UN
790000004548;REG MASC C/CAPUZ - CHUMBO-CHUMBO-S;BODY STYLE;S;CHUMBO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004549;REG MASC C/CAPUZ - CHUMBO-CHUMBO-M;BODY STYLE;M;CHUMBO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004550;REG MASC C/CAPUZ - CHUMBO-CHUMBO-L;BODY STYLE;L;CHUMBO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004551;REG MASC C/CAPUZ - CHUMBO-CHUMBO-XL;BODY STYLE;XL;CHUMBO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004552;REG MASC C/CAPUZ - CHUMBO-CHUMBO-XXL;BODY STYLE;XXL;CHUMBO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004553;REG MASC C/CAPUZ- BRANCA-BRANCO-S;BODY STYLE;S;BRANCO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004554;REG MASC C/CAPUZ- BRANCA-BRANCO-M;BODY STYLE;M;BRANCO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004555;REG MASC C/CAPUZ- BRANCA-BRANCO-L;BODY STYLE;L;BRANCO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004556;REG MASC C/CAPUZ- BRANCA-BRANCO-XL;BODY STYLE;XL;BRANCO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004557;REG MASC C/CAPUZ- BRANCA-BRANCO-XXL;BODY STYLE;XXL;BRANCO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004558;REG MASC C/CAPUZ-PRETA-PRETO-S;BODY STYLE;S;PRETO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004559;REG MASC C/CAPUZ-PRETA-PRETO-M;BODY STYLE;M;PRETO;0,00;42,00;79,00;61091000;30;11;19;UN
790000004560;REG MASC C/CAPUZ-PRETA-PRETO-L;BODY STYLE;L;PRETO;0,00;42,00;79,00;61091000;30;11;19;UN
