cod_barras;nome;fabricante;tamanho;cor_sabor;vlr_custo;vlr_atacado;vlr_varejo;ncm;forma_aquisicao;origem_mercadoria;tipo_tributacao_ipi;Uni Comercial
789131000866;BLUSA FEM-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;0,00;29,00;61062000;30;11;19;UN
789000000909;CAMISA MASC -DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
789000000910;CAMISA MASC -DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
789000000911;CAMISA MASC -DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
789000000912;CAMISA MASC -DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
790000006502;BERMUDA CHUMBO MESCLA-CHUMBO-S;BODY STYLE;S;CHUMBO;0,00;55,00;119,00;61012000;30;11;19;UN
790000006503;BERMUDA CHUMBO MESCLA-CHUMBO-M;BODY STYLE;M;CHUMBO;0,00;55,00;119,00;61012000;30;11;19;UN
790000006504;BERMUDA CHUMBO MESCLA-CHUMBO-L;BODY STYLE;L;CHUMBO;0,00;55,00;119,00;61012000;30;11;19;UN
790000006505;BERMUDA CHUMBO MESCLA-CHUMBO-XL;BODY STYLE;XL;CHUMBO;0,00;55,00;119,00;61012000;30;11;19;UN
789000000941;BERMUDA MASC-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
789000000942;BERMUDA MASC-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
789000000943;BERMUDA MASC-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
789000000944;BERMUDA MASC-DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
789000000945;BERMUDA MASC-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
789000000946;BERMUDA MASC-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
789000000947;BERMUDA MASC-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
789000000948;BERMUDA MASC-DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
789000000949;BLUSA FEM-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;29,00;59,00;61061000;30;11;19;UN
789000000950;BLUSA FEM-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;29,00;59,00;61061000;30;11;19;UN
789000000951;BLUSA FEM-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;29,00;59,00;61061000;30;11;19;UN
789000000994;VESTIDO-CINZA-S;BODY STYLE;S;CINZA;0,00;39,00;69,00;61044200;30;11;19;UN
789000000995;VESTIDO-CINZA-M;BODY STYLE;M;CINZA;0,00;39,00;69,00;61044200;30;11;19;UN
789000000996;VESTIDO-CINZA-L;BODY STYLE;L;CINZA;0,00;39,00;69,00;61044200;30;11;19;UN
790000003094;BERMUDA MASC-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
790000003095;BERMUDA MASC-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
790000003096;BERMUDA MASC-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
790000003097;BERMUDA MASC-DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
790000003098;BERMUDA MASC-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
790000003099;BERMUDA MASC-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
790000003100;BERMUDA MASC-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
790000003101;BERMUDA MASC-DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;49,00;89,00;61012000;30;11;19;UN
790000003150;BERMUDA MASC-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;45,00;69,00;60063400;30;11;19;UN
790000003151;BERMUDA MASC-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;45,00;69,00;60063400;30;11;19;UN
790000003152;BERMUDA MASC-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;45,00;69,00;60063400;30;11;19;UN
790000003153;BERMUDA MASC-DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;45,00;69,00;60063400;30;11;19;UN
790000003854;BERMUDA MASC-L;BODY STYLE;L;UNIC;0,00;45,00;69,00;60063400;30;11;19;UN
790000003855;BERMUDA MASC-M;BODY STYLE;M;UNIC;0,00;45,00;69,00;60063400;30;11;19;UN
790000003856;BERMUDA MASC-S;BODY STYLE;S;UNIC;0,00;45,00;69,00;60063400;30;11;19;UN
790000003857;BERMUDA MASC-XL;BODY STYLE;XL;UNIC;0,00;45,00;69,00;60063400;30;11;19;UN
790000003137;BLUSA FEM-CHUMBO-S;BODY STYLE;S;CHUMBO;0,00;49,00;89,00;61061000;30;11;19;UN
790000003138;BLUSA FEM-CHUMBO-M;BODY STYLE;M;CHUMBO;0,00;49,00;89,00;61061000;30;11;19;UN
790000003139;BLUSA FEM-CHUMBO-L;BODY STYLE;L;CHUMBO;0,00;49,00;89,00;61061000;30;11;19;UN
790000003146;MOLETOM MASC-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;89,00;139,00;61012000;30;11;19;UN
790000003147;MOLETOM MASC-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;89,00;139,00;61012000;30;11;19;UN
790000003148;MOLETOM MASC-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;89,00;139,00;61012000;30;11;19;UN
790000003149;MOLETOM MASC-DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;89,00;139,00;61012000;30;11;19;UN
790000003140;REGATA FEM C/ CAPUZ-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;32,00;55,00;61061000;30;11;19;UN
790000003141;REGATA FEM C/ CAPUZ-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;32,00;55,00;61061000;30;11;19;UN
790000003142;REGATA FEM C/ CAPUZ-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;32,00;55,00;61061000;30;11;19;UN
790000003258;REGATA FEM-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;35,00;59,00;61061000;30;11;19;UN
790000003259;REGATA FEM-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;35,00;59,00;61061000;30;11;19;UN
790000003260;REGATA FEM-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;35,00;59,00;61061000;30;11;19;UN
790000003265;SHORT -DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;35,00;69,00;61124100;30;11;19;UN
790000003266;SHORT -DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;35,00;69,00;61124100;30;11;19;UN
790000003267;SHORT -DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;35,00;69,00;61124100;30;11;19;UN
790000003943;SHORT CINZA MESCLA-CINZA-S;BODY STYLE;S;CINZA;0,00;39,00;79,00;61124100;30;11;19;UN
790000003944;SHORT CINZA MESCLA-CINZA-M;BODY STYLE;M;CINZA;0,00;39,00;79,00;61124100;30;11;19;UN
790000003945;SHORT CINZA MESCLA-CINZA-L;BODY STYLE;L;CINZA;0,00;39,00;79,00;61124100;30;11;19;UN
790000003271;SHORT-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;35,00;69,00;61124100;30;11;19;UN
790000003272;SHORT-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;35,00;69,00;61124100;30;11;19;UN
790000003273;SHORT-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;35,00;69,00;61124100;30;11;19;UN
790000003307;BLUSA FEM-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;32,00;59,00;61061000;30;11;19;UN
790000003308;BLUSA FEM-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;32,00;59,00;61061000;30;11;19;UN
790000003309;BLUSA FEM-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;32,00;59,00;61061000;30;11;19;UN
790000003310;BLUSA FEM-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;32,00;59,00;61061000;30;11;19;UN
790000003311;BLUSA FEM-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;32,00;59,00;61061000;30;11;19;UN
790000003312;BLUSA FEM-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;32,00;59,00;61061000;30;11;19;UN
790000003313;BLUSA FEM-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;32,00;59,00;61061000;30;11;19;UN
790000003314;BLUSA FEM-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;32,00;59,00;61061000;30;11;19;UN
790000003315;BLUSA FEM-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;32,00;59,00;61061000;30;11;19;UN
790000003324;BLUSA FEM-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;32,00;59,00;61091000;30;11;19;UN
790000003325;BLUSA FEM-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;32,00;59,00;61091000;30;11;19;UN
790000003326;BLUSA FEM-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;32,00;59,00;61091000;30;11;19;UN
790000003331;VESTIDO-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;39,00;69,00;61044200;30;11;19;UN
790000003332;VESTIDO-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;39,00;69,00;61044200;30;11;19;UN
790000003333;VESTIDO-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;39,00;69,00;61044200;30;11;19;UN
790000003350;CL 1764-36;BODY STYLE;36;UNIC;39,50;79,00;149,00;62034200;30;11;19;UN
790000003351;CL 1764-38;BODY STYLE;38;UNIC;39,50;79,00;149,00;62034200;30;11;19;UN
790000003352;CL 1764-40;BODY STYLE;40;UNIC;39,50;79,00;149,00;62034200;30;11;19;UN
790000003353;CL 1764-42;BODY STYLE;42;UNIC;39,50;79,00;149,00;62034200;30;11;19;UN
790000003354;CL 1764-44;BODY STYLE;44;UNIC;39,50;79,00;149,00;62034200;30;11;19;UN
790000003355;CL 1764-46;BODY STYLE;46;UNIC;39,50;79,00;149,00;62034200;30;11;19;UN
790000003411;CAMISA MASC -DIVERSAS-P;BODY STYLE;P;DIVERSAS;19,50;39,00;79,00;61091000;30;11;19;UN
790000003412;CAMISA MASC -DIVERSAS-M;BODY STYLE;M;DIVERSAS;19,50;39,00;79,00;61091000;30;11;19;UN
790000003413;CAMISA MASC -DIVERSAS-G;BODY STYLE;G;DIVERSAS;19,50;39,00;79,00;61091000;30;11;19;UN
790000003414;CAMISA MASC -DIVERSAS-GG;BODY STYLE;GG;DIVERSAS;19,50;39,00;79,00;61091000;30;11;19;UN
790000003433;CAMISA MASC-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
790000003434;CAMISA MASC-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
790000003435;CAMISA MASC-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
790000003436;CAMISA MASC-DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
790000003465;CL 1765-36;BODY STYLE;36;UNIC;36,00;72,00;129,00;62034200;30;11;19;UN
790000003466;CL 1765-38;BODY STYLE;38;UNIC;36,00;72,00;129,00;62034200;30;11;19;UN
790000003467;CL 1765-40;BODY STYLE;40;UNIC;36,00;72,00;129,00;62034200;30;11;19;UN
790000003468;CL 1765-42;BODY STYLE;42;UNIC;36,00;72,00;129,00;62034200;30;11;19;UN
790000003469;CL 1765-44;BODY STYLE;44;UNIC;36,00;72,00;129,00;62034200;30;11;19;UN
790000003470;CL 1765-46;BODY STYLE;46;UNIC;36,00;72,00;129,00;62034200;30;11;19;UN
790000003494;CAMISA MASC-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;39,00;79,00;61012000;30;11;19;UN
790000003495;CAMISA MASC-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;39,00;79,00;61012000;30;11;19;UN
790000003496;CAMISA MASC-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;39,00;79,00;61012000;30;11;19;UN
790000003497;CAMISA MASC-DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;39,00;79,00;61012000;30;11;19;UN
790000003490;CAMISA MASC-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
790000003491;CAMISA MASC-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
790000003492;CAMISA MASC-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
790000003493;CAMISA MASC-DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;35,00;69,00;61091000;30;11;19;UN
790000003579;CAL?A MASC - PRETA-PRETO-S;BODY STYLE;S;PRETO;0,00;69,00;119,00;61012000;30;11;19;UN
790000003580;CAL?A MASC - PRETA-PRETO-M;BODY STYLE;M;PRETO;0,00;69,00;119,00;61012000;30;11;19;UN
790000003581;CAL?A MASC - PRETA-PRETO-L;BODY STYLE;L;PRETO;0,00;69,00;119,00;61012000;30;11;19;UN
790000003582;CAL?A MASC - PRETA-PRETO-XL;BODY STYLE;XL;PRETO;0,00;69,00;119,00;61012000;30;11;19;UN
790000003551;VESTIDO-PRETO-S;BODY STYLE;S;PRETO;0,00;55,00;89,00;61044200;30;11;19;UN
790000003552;VESTIDO-PRETO-M;BODY STYLE;M;PRETO;0,00;55,00;89,00;61044200;30;11;19;UN
790000003553;VESTIDO-PRETO-L;BODY STYLE;L;PRETO;0,00;55,00;89,00;61044200;30;11;19;UN
790000003588;CAL?A MASC - CINZA-CINZA-S;BODY STYLE;S;CINZA;0,00;69,00;119,00;61022000;30;11;19;UN
790000003589;CAL?A MASC - CINZA-CINZA-M;BODY STYLE;M;CINZA;0,00;69,00;119,00;61022000;30;11;19;UN
790000003590;CAL?A MASC - CINZA-CINZA-L;BODY STYLE;L;CINZA;0,00;69,00;119,00;61022000;30;11;19;UN
790000003591;CAL?A MASC - CINZA-CINZA-XL;BODY STYLE;XL;CINZA;0,00;69,00;119,00;61022000;30;11;19;UN
790000003530;CAMISA MASC - BRANCA-BRANCO-S;BODY STYLE;S;BRANCO;0,00;35,00;69,00;61091000;30;11;19;UN
790000003531;CAMISA MASC - BRANCA-BRANCO-M;BODY STYLE;M;BRANCO;0,00;35,00;69,00;61091000;30;11;19;UN
790000003532;CAMISA MASC - BRANCA-BRANCO-L;BODY STYLE;L;BRANCO;0,00;35,00;69,00;61091000;30;11;19;UN
790000003533;CAMISA MASC - BRANCA-BRANCO-XL;BODY STYLE;XL;BRANCO;0,00;35,00;69,00;61091000;30;11;19;UN
790000003534;CAMISA MASC - MESCLA-MESCLA-S;BODY STYLE;S;MESCLA;0,00;35,00;69,00;61091000;30;11;19;UN
790000003535;CAMISA MASC - MESCLA-MESCLA-M;BODY STYLE;M;MESCLA;0,00;35,00;69,00;61091000;30;11;19;UN
790000003536;CAMISA MASC - MESCLA-MESCLA-L;BODY STYLE;L;MESCLA;0,00;35,00;69,00;61091000;30;11;19;UN
790000003537;CAMISA MASC - MESCLA-MESCLA-XL;BODY STYLE;XL;MESCLA;0,00;35,00;69,00;61091000;30;11;19;UN
790000003538;CAMISA MASC - CR?-CRU-S;BODY STYLE;S;CRU;0,00;35,00;69,00;61091000;30;11;19;UN
790000003539;CAMISA MASC - CR?-CRU-M;BODY STYLE;M;CRU;0,00;35,00;69,00;61091000;30;11;19;UN
790000003540;CAMISA MASC - CR?-CRU-L;BODY STYLE;L;CRU;0,00;35,00;69,00;61091000;30;11;19;UN
790000003541;CAMISA MASC - CR?-CRU-XL;BODY STYLE;XL;CRU;0,00;35,00;69,00;61091000;30;11;19;UN
790000003592;CAMISA MASC - PRETA-PRETO-S;BODY STYLE;S;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000003593;CAMISA MASC - PRETA-PRETO-M;BODY STYLE;M;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000003594;CAMISA MASC - PRETA-PRETO-L;BODY STYLE;L;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000003595;CAMISA MASC - PRETA-PRETO-XL;BODY STYLE;XL;PRETO;0,00;39,00;79,00;61091000;30;11;19;UN
790000003766;VESTIDO - AZUL/BRANCO-AZUL-S;BODY STYLE;S;AZUL;0,00;35,00;59,00;61044200;30;11;19;UN
790000003767;VESTIDO - AZUL/BRANCO-AZUL-M;BODY STYLE;M;AZUL;0,00;35,00;59,00;61044200;30;11;19;UN
790000003768;VESTIDO - AZUL/BRANCO-AZUL-L;BODY STYLE;L;AZUL;0,00;35,00;59,00;61044200;30;11;19;UN
790000003776;VESTIDO - CHUMBO/BRANCO-CHUMBO-S;BODY STYLE;S;CHUMBO;0,00;35,00;59,00;61044200;30;11;19;UN
790000003777;VESTIDO - CHUMBO/BRANCO-CHUMBO-M;BODY STYLE;M;CHUMBO;0,00;35,00;59,00;61044200;30;11;19;UN
790000003778;VESTIDO - CHUMBO/BRANCO-CHUMBO-L;BODY STYLE;L;CHUMBO;0,00;35,00;59,00;61044200;30;11;19;UN
790000003788;VESTIDO - VERMELHO/BRANCO-VERMELHO-BRANCO-S;BODY STYLE;S;VERMELHO-BRANCO;0,00;35,00;59,00;61044200;30;11;19;UN
790000003789;VESTIDO - VERMELHO/BRANCO-VERMELHO-BRANCO-M;BODY STYLE;M;VERMELHO-BRANCO;0,00;35,00;59,00;61044200;30;11;19;UN
790000003790;VESTIDO - VERMELHO/BRANCO-VERMELHO-BRANCO-L;BODY STYLE;L;VERMELHO-BRANCO;0,00;35,00;59,00;61044200;30;11;19;UN
790000003794;CAMISA MASC-DIVERSAS-S;BODY STYLE;S;DIVERSAS;0,00;39,00;69,00;61091000;30;11;19;UN
790000003795;CAMISA MASC-DIVERSAS-M;BODY STYLE;M;DIVERSAS;0,00;39,00;69,00;61091000;30;11;19;UN
790000003796;CAMISA MASC-DIVERSAS-L;BODY STYLE;L;DIVERSAS;0,00;39,00;69,00;61091000;30;11;19;UN
790000003797;CAMISA MASC-DIVERSAS-XL;BODY STYLE;XL;DIVERSAS;0,00;39,00;69,00;61091000;30;11;19;UN
790000003798;CAMISA MASC - MESCLA -MESCLA-S;BODY STYLE;S;MESCLA;0,00;39,00;69,00;61091000;30;11;19;UN
790000003799;CAMISA MASC - MESCLA -MESCLA-M;BODY STYLE;M;MESCLA;0,00;39,00;69,00;61091000;30;11;19;UN
790000003800;CAMISA MASC - MESCLA -MESCLA-L;BODY STYLE;L;MESCLA;0,00;39,00;69,00;61091000;30;11;19;UN
790000003801;CAMISA MASC - MESCLA -MESCLA-XL;BODY STYLE;XL;MESCLA;0,00;39,00;69,00;61091000;30;11;19;UN
790000003863;BERMUDA HELANCA - AZUL-AZUL-S;BODY STYLE;S;AZUL;0,00;45,00;69,00;61091000;30;11;19;UN
790000003864;BERMUDA HELANCA - AZUL-AZUL-M;BODY STYLE;M;AZUL;0,00;45,00;69,00;61091000;30;11;19;UN
790000003865;BERMUDA HELANCA - AZUL-AZUL-L;BODY STYLE;L;AZUL;0,00;45,00;69,00;61091000;30;11;19;UN
790000003866;BERMUDA HELANCA - AZUL-AZUL-XL;BODY STYLE;XL;AZUL;0,00;45,00;69,00;61091000;30;11;19;UN
790000003867;BERMUDA HELANCA - VINHO-VINHO-S;BODY STYLE;S;VINHO;0,00;45,00;69,00;61091000;30;11;19;UN
790000003868;BERMUDA HELANCA - VINHO-VINHO-M;BODY STYLE;M;VINHO;0,00;45,00;69,00;61091000;30;11;19;UN
790000003869;BERMUDA HELANCA - VINHO-VINHO-L;BODY STYLE;L;VINHO;0,00;45,00;69,00;61091000;30;11;19;UN
790000003870;BERMUDA HELANCA - VINHO-VINHO-XL;BODY STYLE;XL;VINHO;0,00;45,00;69,00;61091000;30;11;19;UN
790000003858;BERMUDA HELANCA - PRETA-PRETO-S;BODY STYLE;S;PRETO;0,00;45,00;69,00;61091000;30;11;19;UN
790000003859;BERMUDA HELANCA - PRETA-PRETO-M;BODY STYLE;M;PRETO;0,00;45,00;69,00;61091000;30;11;19;UN
790000003860;9;BODY STYLE;L;PRETO;0,00;45,00;69,00;61091000;30;11;19;UN
790000003861;BERMUDA HELANCA - PRETA-PRETO-XL;BODY STYLE;XL;PRETO;0,00;45,00;69,00;61091000;30;11;19;UN
790000003887;CAMISA DE BOT?O-CRU-P;BODY STYLE;P;CRU;0,00;49,00;89,00;61091000;30;11;19;UN
790000003888;CAMISA DE BOT?O-CRU-M;BODY STYLE;M;CRU;0,00;49,00;89,00;61091000;30;11;19;UN
790000003889;CAMISA DE BOT?O-CRU-G;BODY STYLE;G;CRU;0,00;49,00;89,00;61091000;30;11;19;UN
790000003890;CAMISA DE BOT?O-CRU-GG;BODY STYLE;GG;CRU;0,00;49,00;89,00;61091000;30;11;19;UN
790000003891;CAMISAA DE BOT?O AZUL-AZUL-P;BODY STYLE;P;AZUL;0,00;49,00;89,00;61091000;30;11;19;UN
790000003892;CAMISAA DE BOT?O AZUL-AZUL-M;BODY STYLE;M;AZUL;0,00;49,00;89,00;61091000;30;11;19;UN
790000003893;CAMISAA DE BOT?O AZUL-AZUL-G;BODY STYLE;G;AZUL;0,00;49,00;89,00;61091000;30;11;19;UN
790000003894;CAMISAA DE BOT?O AZUL-AZUL-GG;BODY STYLE;GG;AZUL;0,00;49,00;89,00;61091000;30;11;19;UN
790000003933;BERMUDA BODYSTYLE-36;BODY STYLE;36;UNIC;29,50;59,00;99,00;62034200;30;11;19;UN
790000003934;BERMUDA BODYSTYLE-38;BODY STYLE;38;UNIC;29,50;59,00;99,00;62034200;30;11;19;UN
790000003935;BERMUDA BODYSTYLE-40;BODY STYLE;40;UNIC;29,50;59,00;99,00;62034200;30;11;19;UN
790000003936;BERMUDA BODYSTYLE-42;BODY STYLE;42;UNIC;29,50;59,00;99,00;62034200;30;11;19;UN
790000003937;BERMUDA BODYSTYLE-44;BODY STYLE;44;UNIC;29,50;59,00;99,00;62034200;30;11;19;UN
790000003938;BERMUDA BODYSTYLE-46;BODY STYLE;46;UNIC;29,50;59,00;99,00;62034200;30;11;19;UN
790000003946;SHORT CHUMBO-CHUMBO-S;BODY STYLE;S;CHUMBO;0,00;39,00;75,00;61124100;30;11;19;UN
790000003947;SHORT CHUMBO-CHUMBO-M;BODY STYLE;M;CHUMBO;0,00;39,00;75,00;61124100;30;11;19;UN
790000003948;SHORT CHUMBO-CHUMBO-L;BODY STYLE;L;CHUMBO;0,00;39,00;75,00;61124100;30;11;19;UN
790000003949;REG. COM CAPUZ NOIZ ? ZICA VERMELHA-VERMELHO-;BODY STYLE;S;VERMELHO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003950;REG. COM CAPUZ NOIZ ? ZICA VERMELHA-VERMELHO-;BODY STYLE;M;VERMELHO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003951;REG. COM CAPUZ NOIZ ? ZICA VERMELHA-VERMELHO-;BODY STYLE;L;VERMELHO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003952;REG. COM CAPUZ AZUL CLARO-AZUL CLARO-S;BODY STYLE;S;AZUL CLARO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003953;REG. COM CAPUZ AZUL CLARO-AZUL CLARO-M;BODY STYLE;M;AZUL CLARO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003954;REG. COM CAPUZ AZUL CLARO-AZUL CLARO-L;BODY STYLE;L;AZUL CLARO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003955;REG. COM CAPUZ PRETO-PRETO-S;BODY STYLE;S;PRETO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003956;REG. COM CAPUZ PRETO-PRETO-M;BODY STYLE;M;PRETO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003957;REG. COM CAPUZ PRETO-PRETO-L;BODY STYLE;L;PRETO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003958;REG. COM CAPUZ BRANCO-BRANCO-S;BODY STYLE;S;BRANCO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003959;REG. COM CAPUZ BRANCO-BRANCO-M;BODY STYLE;M;BRANCO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003960;REG. COM CAPUZ BRANCO-BRANCO-L;BODY STYLE;L;BRANCO;0,00;37,00;59,00;61091000;30;11;19;UN
790000003967;CAL?A LEGGING - CINZA-CINZA-S;BODY STYLE;S;CINZA;0,00;59,00;99,00;62046300;30;11;19;UN
790000003968;CAL?A LEGGING - CINZA-CINZA-M;BODY STYLE;M;CINZA;0,00;59,00;99,00;62046300;30;11;19;UN
790000003972;CAL?A LEGGING - PRETA-PRETO-S;BODY STYLE;S;PRETO;0,00;52,00;89,00;62046300;30;11;19;UN
790000003973;CAL?A LEGGING - PRETA-PRETO-M;BODY STYLE;M;PRETO;0,00;52,00;89,00;62046300;30;11;19;UN
790000003977;BODY PRETO-PRETO-S;BODY STYLE;S;PRETO;0,00;39,00;69,00;61061000;30;11;19;UN
790000003978;BODY PRETO-PRETO-M;BODY STYLE;M;PRETO;0,00;39,00;69,00;61061000;30;11;19;UN
790000003979;BODY PRETO-PRETO-L;BODY STYLE;L;PRETO;0,00;39,00;69,00;61061000;30;11;19;UN
790000003980;REGATA MASC - BRANCO/PT-BRANCO-S;BODY STYLE;S;BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000003981;REGATA MASC - BRANCO/PT-BRANCO-M;BODY STYLE;M;BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000003982;REGATA MASC - BRANCO/PT-BRANCO-L;BODY STYLE;L;BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000003983;REGATA MASC - BRANCO/PT-BRANCO-XL;BODY STYLE;XL;BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000003984;REGATA MASC - PRETO/BC-PRETO - BRANCO-S;BODY STYLE;S;PRETO - BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000003985;REGATA MASC - PRETO/BC-PRETO - BRANCO-M;BODY STYLE;M;PRETO - BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000003986;REGATA MASC - PRETO/BC-PRETO - BRANCO-L;BODY STYLE;L;PRETO - BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000003987;REGATA MASC - PRETO/BC-PRETO - BRANCO-XL;BODY STYLE;XL;PRETO - BRANCO;0,00;25,00;49,00;61091000;30;11;19;UN
790000004020;CAMISA MASC - BRANCA-BRANCO-S;BODY STYLE;S;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
790000004021;CAMISA MASC - BRANCA-BRANCO-M;BODY STYLE;M;BRANCO;0,00;39,00;79,00;61091000;30;11;19;UN
